,Biomass,Fossil Gas,Hydro Run-of-river and poundage,Hydro Water Reservoir,Waste,Wind Onshore,Solar
2026-03-09 12:30:00+01:00,0.2,0.439999,905.256294,544.84922,16.891678,15.275641,3.941525
2026-03-09 12:45:00+01:00,0.2,0.439999,906.647332,561.193826,16.528542,15.568329,3.955062
2026-03-09 13:00:00+01:00,0.2,0.439999,906.824393,630.890356,16.763549,18.582382,4.147745
2026-03-09 13:15:00+01:00,0.2,0.439999,911.23273,556.522942,16.136342,19.5752,4.039072
2026-03-09 13:30:00+01:00,0.2,0.439999,912.269501,544.622265,15.309903,20.346609,4.181465
2026-03-09 13:45:00+01:00,0.2,0.439999,913.299033,528.61278,18.717085,28.951432,3.589672
2026-03-09 14:00:00+01:00,0.2,0.439999,911.458247,514.905902,15.831209,37.924929,3.208996
2026-03-09 14:15:00+01:00,0.2,0.439999,915.186302,507.077263,15.882109,56.224341,2.958396
2026-03-09 14:30:00+01:00,0.2,0.439999,917.058946,558.535786,15.168161,47.903928,2.4427
2026-03-09 14:45:00+01:00,0.2,0.439999,913.78425,600.956102,15.084912,51.377716,2.441032
2026-03-09 15:00:00+01:00,0.2,0.439999,915.696758,619.789724,14.925483,74.317636,1.82833
2026-03-09 15:15:00+01:00,0.2,0.439999,918.713015,699.845758,14.756513,71.521986,1.772218
2026-03-09 15:30:00+01:00,0.2,0.439999,924.983079,774.168997,14.96427,54.084898,1.797016
2026-03-09 15:45:00+01:00,0.2,0.439999,926.71436,808.971291,14.746291,52.798339,1.767077
2026-03-09 16:00:00+01:00,0.2,0.439999,925.289571,866.720267,14.376044,58.75451,0.765422
2026-03-09 16:15:00+01:00,0.2,0.439999,930.998078,920.13528,14.221139,79.972126,0.59531
2026-03-09 16:30:00+01:00,0.2,0.439999,924.751558,1006.604689,12.94209,88.608045,0.710415
2026-03-09 16:45:00+01:00,0.2,0.439999,924.366888,983.868958,13.175172,96.380384,0.391512
2026-03-09 17:00:00+01:00,0.2,0.439999,925.560815,1015.099171,13.310732,108.69325,0.100742
2026-03-09 17:15:00+01:00,0.2,0.439999,925.765032,1033.933026,12.723731,117.262319,0.000333
2026-03-09 17:30:00+01:00,0.2,0.439999,926.126922,1043.013432,12.528518,124.894012,0.0
2026-03-09 17:45:00+01:00,0.2,0.439999,925.110125,1053.437738,12.120101,140.87922,0.0
2026-03-09 18:00:00+01:00,0.2,0.439999,922.748195,1014.769209,11.751066,145.690092,0.0
2026-03-09 18:15:00+01:00,0.2,0.439999,924.386033,1024.636017,11.737232,159.885701,0.0
2026-03-09 18:30:00+01:00,0.2,0.439999,924.888928,1026.757541,10.846372,165.804148,0.0
2026-03-09 18:45:00+01:00,0.2,0.439999,922.54122,1014.95623,9.932871,180.777882,0.0
2026-03-09 19:00:00+01:00,0.2,0.439999,919.796588,1010.12719,10.673138,190.285202,0.0
2026-03-09 19:15:00+01:00,0.2,0.439999,919.204685,998.375453,11.410734,181.9697,0.0
2026-03-09 19:30:00+01:00,0.2,0.439999,918.9742,999.898301,11.638415,181.328264,0.0
2026-03-09 19:45:00+01:00,0.2,0.439999,919.723704,997.734462,11.414564,180.990696,0.0
2026-03-09 20:00:00+01:00,0.2,0.439999,911.139263,973.898824,11.361892,191.014327,0.0
2026-03-09 20:15:00+01:00,0.2,0.439999,911.246087,959.88854,11.780816,189.57221,0.0
2026-03-09 20:30:00+01:00,0.2,0.439999,909.574419,975.011411,12.051572,172.473485,0.0
2026-03-09 20:45:00+01:00,0.2,0.439999,910.276787,950.972344,12.21895,148.306308,0.0
2026-03-09 21:00:00+01:00,0.2,0.439999,911.50696,995.443749,12.312355,140.060927,0.0
2026-03-09 21:15:00+01:00,0.2,0.439999,912.692835,952.477084,12.124266,148.47004,0.0
2026-03-09 21:30:00+01:00,0.2,0.439999,909.858001,927.547707,12.215582,153.403633,0.0
2026-03-09 21:45:00+01:00,0.2,0.439999,913.562663,935.022767,12.294914,155.766764,0.0
2026-03-09 22:00:00+01:00,0.2,0.439999,915.409743,974.184269,12.010214,175.823791,0.0
2026-03-09 22:15:00+01:00,0.2,0.439999,915.081099,954.381662,8.444935,173.839305,0.0
2026-03-09 22:30:00+01:00,0.2,0.439999,913.691835,906.960377,9.184216,169.211107,0.0
2026-03-09 22:45:00+01:00,0.2,0.439999,915.913739,864.991057,10.481326,179.166184,0.0
2026-03-09 23:00:00+01:00,0.2,0.439999,911.086836,830.555148,11.59402,170.551064,0.0
2026-03-09 23:15:00+01:00,0.2,0.439999,910.678199,844.237447,12.272705,184.092658,0.0
2026-03-09 23:30:00+01:00,0.2,0.439999,910.614324,850.230381,13.14805,189.193705,0.0
2026-03-09 23:45:00+01:00,0.2,0.439999,906.089206,788.176656,13.260109,195.691309,0.0
2026-03-10 00:00:00+01:00,0.2,0.439999,910.053275,694.543209,13.92478,191.171798,0.0
2026-03-10 00:15:00+01:00,0.2,0.439999,911.677309,672.766753,13.718061,190.901419,0.0
2026-03-10 00:30:00+01:00,0.2,0.439999,909.598506,673.288059,14.192636,197.185717,0.0
2026-03-10 00:45:00+01:00,0.2,0.439999,911.375964,697.446576,13.894735,187.919174,0.0
2026-03-10 01:00:00+01:00,0.2,0.439999,907.520525,716.17686,14.410948,200.819419,0.0
2026-03-10 01:15:00+01:00,0.2,0.439999,909.238784,672.30855,12.972758,190.136623,0.0
2026-03-10 01:30:00+01:00,0.2,0.439999,910.099146,683.613318,14.170962,183.72276,0.0
2026-03-10 01:45:00+01:00,0.2,0.439999,908.698565,671.571548,14.00143,210.235036,0.0
2026-03-10 02:00:00+01:00,0.2,0.439999,908.964786,683.717033,14.556489,232.298506,0.0
2026-03-10 02:15:00+01:00,0.2,0.439999,910.16693,654.758856,15.022092,232.714279,0.0
2026-03-10 02:30:00+01:00,0.2,0.439999,910.682067,660.100833,14.002899,231.362987,0.0
2026-03-10 02:45:00+01:00,0.2,0.439999,913.721215,683.062065,15.062774,235.695691,0.0
2026-03-10 03:00:00+01:00,0.2,0.439999,912.686675,703.795067,15.924893,240.077063,0.0
2026-03-10 03:15:00+01:00,0.2,0.439999,908.365974,655.258757,15.089917,237.784977,0.0
2026-03-10 03:30:00+01:00,0.2,0.439999,912.085488,662.636383,15.343034,223.834789,0.0
2026-03-10 03:45:00+01:00,0.2,0.439999,913.439464,709.716147,14.105299,218.928738,0.0
2026-03-10 04:00:00+01:00,0.2,0.439999,910.711001,701.727246,13.434187,219.903784,0.0
2026-03-10 04:15:00+01:00,0.2,0.439999,914.514486,688.701925,11.913263,226.672306,0.0
2026-03-10 04:30:00+01:00,0.2,0.439999,911.4026,806.015357,11.084129,232.0106,0.0
2026-03-10 04:45:00+01:00,0.2,0.439999,914.391859,759.735168,12.42728,255.512511,0.0
2026-03-10 05:00:00+01:00,0.2,0.439999,916.024394,689.37583,14.366857,252.957816,0.0
2026-03-10 05:15:00+01:00,0.2,0.439999,914.86108,745.281357,15.658539,239.488768,0.0
2026-03-10 05:30:00+01:00,0.2,0.439999,914.992336,779.5186,15.288977,246.055939,0.0
2026-03-10 05:45:00+01:00,0.2,0.439999,910.507493,806.451205,14.591413,255.667035,0.0
2026-03-10 06:00:00+01:00,0.2,0.439999,914.216673,765.115738,14.717544,248.976095,0.0
2026-03-10 06:15:00+01:00,0.2,0.439999,914.581423,786.369083,14.320172,232.110579,0.0
2026-03-10 06:30:00+01:00,0.2,0.439999,912.344122,833.640252,12.039801,224.242934,0.0
2026-03-10 06:45:00+01:00,0.2,0.439999,915.088922,885.461636,13.044117,208.71593,0.0
2026-03-10 07:00:00+01:00,0.2,0.439999,917.481498,927.744862,13.775885,207.784047,0.081555
2026-03-10 07:15:00+01:00,0.2,0.439999,916.986221,960.557955,13.313737,222.242381,0.083444
2026-03-10 07:30:00+01:00,0.2,0.439999,913.716912,969.838545,12.883247,199.051726,0.072111
2026-03-10 07:45:00+01:00,0.2,0.439999,912.349683,915.97796,12.472355,191.358416,0.098444
2026-03-10 08:00:00+01:00,0.2,0.439999,909.871282,906.574818,12.097006,169.356173,0.837746
2026-03-10 08:15:00+01:00,0.2,0.439999,907.813205,906.520714,13.127618,128.156256,0.962203
2026-03-10 08:30:00+01:00,0.2,0.439999,907.508089,901.364691,12.542033,127.6614,0.984971
2026-03-10 08:45:00+01:00,0.2,0.439999,903.498302,936.201957,12.615555,125.910566,1.039685
2026-03-10 09:00:00+01:00,0.2,0.439999,901.895067,849.974239,13.213495,121.019346,1.485403
2026-03-10 09:15:00+01:00,0.2,0.439999,894.470339,896.281523,12.057006,138.945673,1.487387
2026-03-10 09:30:00+01:00,0.2,0.439999,892.783376,778.302007,13.052823,128.404825,1.496253
2026-03-10 09:45:00+01:00,0.2,0.439999,891.658745,741.516055,12.1816,107.226329,1.728189
2026-03-10 10:00:00+01:00,0.2,0.439999,885.876288,782.637139,11.329975,91.791929,1.946104
2026-03-10 10:15:00+01:00,0.2,0.439999,883.592395,765.358045,9.661529,99.17935,1.941794
2026-03-10 10:30:00+01:00,0.2,0.439999,880.018592,686.56648,10.671941,112.865891,2.047958
2026-03-10 10:45:00+01:00,0.2,0.439999,879.26466,701.862659,11.819232,123.957116,2.458231
2026-03-10 11:00:00+01:00,0.2,0.439999,883.75645,628.967368,11.91192,101.589998,2.574209
2026-03-10 11:15:00+01:00,0.2,0.439999,892.262478,651.872812,12.562411,78.909436,2.504865
2026-03-10 11:30:00+01:00,0.2,0.439999,887.347785,650.947257,13.894081,71.4212,2.725356
2026-03-10 11:45:00+01:00,0.2,0.439999,876.675278,639.445816,14.308655,84.608777,2.992093
2026-03-10 12:00:00+01:00,0.2,0.439999,876.237389,612.846515,13.693439,101.3886,2.939513
2026-03-10 12:15:00+01:00,0.2,0.439999,874.560874,598.81203,13.489766,109.078237,3.017425
2026-03-10 12:30:00+01:00,0.2,0.439999,873.461075,642.865407,12.918086,104.239825,3.139448
2026-03-10 12:45:00+01:00,0.2,0.439999,870.966111,593.144729,12.641474,106.094888,3.083506
2026-03-10 13:00:00+01:00,0.2,0.439999,865.826365,634.467912,12.832103,80.714132,3.109763
2026-03-10 13:15:00+01:00,0.2,0.439999,865.140727,658.566616,13.198575,76.443605,3.12817
2026-03-10 13:30:00+01:00,0.2,0.439999,878.665948,699.048097,12.885844,96.58006,2.937784
2026-03-10 13:45:00+01:00,0.2,0.439999,876.670559,727.060707,12.924632,104.943026,3.091615
2026-03-10 14:00:00+01:00,0.2,0.439999,874.673484,667.481411,12.635519,127.171974,2.913209
2026-03-10 14:15:00+01:00,0.2,0.439999,880.797872,693.87594,13.259881,143.982997,2.909503
2026-03-10 14:30:00+01:00,0.2,0.439999,883.338634,670.144031,13.035575,153.548539,2.759778
2026-03-10 14:45:00+01:00,0.2,0.439999,883.536663,700.087307,12.699302,146.421717,2.854099
2026-03-10 15:00:00+01:00,0.2,0.439999,885.959697,757.807866,13.731777,147.506196,2.205285
2026-03-10 15:15:00+01:00,0.2,0.439999,886.855927,758.960191,13.884841,151.219076,2.102179
2026-03-10 15:30:00+01:00,0.2,0.439999,892.397958,798.409668,14.250462,158.828185,2.053236
2026-03-10 15:45:00+01:00,0.2,0.439999,895.007845,837.891342,13.882147,167.204491,2.010643
2026-03-10 16:00:00+01:00,0.2,0.439999,878.119106,826.303249,12.899802,177.103084,1.036539
2026-03-10 16:15:00+01:00,0.2,0.439999,879.809102,827.827443,12.564748,174.623693,0.708523
2026-03-10 16:30:00+01:00,0.2,0.439999,886.414305,865.283613,13.190627,171.259497,0.515958
2026-03-10 16:45:00+01:00,0.2,0.439999,890.691125,887.607778,13.149871,179.83496,0.421031
2026-03-10 17:00:00+01:00,0.2,0.439999,892.160069,895.59749,12.775805,170.692026,0.001193
2026-03-10 17:15:00+01:00,0.2,0.439999,890.429593,944.725291,11.742107,156.582257,0.0
2026-03-10 17:30:00+01:00,0.2,0.439999,892.47906,951.830235,11.433516,161.149223,0.0
2026-03-10 17:45:00+01:00,0.2,0.439999,896.049275,971.510162,10.623401,174.632505,0.0
2026-03-10 18:00:00+01:00,0.2,0.439999,886.745588,1000.403415,10.985453,177.440236,0.0
2026-03-10 18:15:00+01:00,0.2,0.439999,882.611319,977.210455,11.013337,175.405998,0.0
2026-03-10 18:30:00+01:00,0.2,0.439999,879.671849,966.68507,10.538141,135.33699,0.0
2026-03-10 18:45:00+01:00,0.2,0.439999,878.229154,967.064556,10.657397,114.41897,0.0
2026-03-10 19:00:00+01:00,0.2,0.439999,876.412709,976.712542,10.638497,101.34762,0.0
2026-03-10 19:15:00+01:00,0.2,0.439999,870.484423,997.249062,11.109991,99.219635,0.0
2026-03-10 19:30:00+01:00,0.2,0.439999,863.957215,989.121587,11.251693,100.155906,0.0
2026-03-10 19:45:00+01:00,0.2,0.439999,864.584999,815.5547,10.704406,99.186654,0.0
2026-03-10 20:00:00+01:00,0.2,0.439999,861.777327,936.162198,11.444388,105.590486,0.0
2026-03-10 20:15:00+01:00,0.2,0.439999,873.626029,947.978443,10.273887,117.540748,0.0
2026-03-10 20:30:00+01:00,0.2,0.439999,898.958057,943.263988,10.965896,151.322204,0.0
2026-03-10 20:45:00+01:00,0.2,0.439999,914.155816,945.245117,12.685612,152.396539,0.0
2026-03-10 21:00:00+01:00,0.2,0.439999,915.361281,905.911554,12.771434,137.091421,0.0
2026-03-10 21:15:00+01:00,0.2,0.439999,915.556142,858.136151,13.654167,120.374482,0.0
2026-03-10 21:30:00+01:00,0.2,0.439999,916.240779,794.61228,13.82313,120.266401,0.0
2026-03-10 21:45:00+01:00,0.2,0.439999,913.826747,826.549237,13.476336,109.254706,0.0
2026-03-10 22:00:00+01:00,0.2,0.439999,912.407242,801.830788,13.146313,99.461186,0.0
2026-03-10 22:15:00+01:00,0.2,0.439999,914.329226,726.344477,11.704442,95.666168,0.0
2026-03-10 22:30:00+01:00,0.2,0.439999,914.015824,645.447801,14.086583,97.796699,0.0
2026-03-10 22:45:00+01:00,0.2,0.439999,913.159424,616.745651,14.401252,96.958964,0.0
2026-03-10 23:00:00+01:00,0.2,0.439999,914.016211,583.614222,14.036988,103.606695,0.0
2026-03-10 23:15:00+01:00,0.2,0.439999,917.128388,476.755529,13.241899,96.613069,0.0
2026-03-10 23:30:00+01:00,0.2,0.439999,914.589333,474.424523,12.780308,88.440581,0.0
2026-03-10 23:45:00+01:00,0.2,0.439999,912.306324,427.551783,14.054639,87.240132,0.0
2026-03-11 00:00:00+01:00,0.2,0.439999,918.160598,432.104577,14.128586,86.721598,0.0
2026-03-11 00:15:00+01:00,0.2,0.439999,915.422486,426.510126,14.361734,88.308224,0.0
2026-03-11 00:30:00+01:00,0.2,0.439999,908.820014,410.95897,14.338549,86.621502,0.0
2026-03-11 00:45:00+01:00,0.2,0.439999,911.52383,391.707925,13.571069,88.284205,0.0
2026-03-11 01:00:00+01:00,0.2,0.439999,913.9887,353.274948,14.451214,93.875296,0.0
2026-03-11 01:15:00+01:00,0.2,0.439999,916.708337,353.893637,13.5051,93.284256,0.0
2026-03-11 01:30:00+01:00,0.2,0.439999,917.129072,365.83711,13.985622,95.373147,0.0
2026-03-11 01:45:00+01:00,0.2,0.439999,920.403886,406.122389,14.971467,89.713296,0.0
2026-03-11 02:00:00+01:00,0.2,0.439999,922.535833,401.418605,14.949968,97.614331,0.0
2026-03-11 02:15:00+01:00,0.2,0.439999,921.47861,339.909235,14.708631,101.887435,0.0
2026-03-11 02:30:00+01:00,0.2,0.439999,920.347134,382.954315,15.461258,111.703356,0.0
2026-03-11 02:45:00+01:00,0.2,0.439999,919.233133,443.895776,15.62726,118.138307,0.0
2026-03-11 03:00:00+01:00,0.2,0.439999,917.543892,367.307436,16.705412,106.050933,0.0
2026-03-11 03:15:00+01:00,0.2,0.439999,914.691382,335.508496,16.830438,101.774821,0.0
2026-03-11 03:30:00+01:00,0.2,0.439999,908.861126,339.889133,16.456821,99.072698,0.0
2026-03-11 03:45:00+01:00,0.2,0.439999,904.99861,385.460833,17.167226,88.06846,0.0
2026-03-11 04:00:00+01:00,0.2,0.439999,906.22296,401.342166,15.83652,77.210784,0.0
2026-03-11 04:15:00+01:00,0.2,0.439999,905.444877,409.511068,15.72461,71.658226,0.0
2026-03-11 04:30:00+01:00,0.2,0.439999,903.785079,396.417187,16.13042,71.112664,0.0
2026-03-11 04:45:00+01:00,0.2,0.439999,899.842685,349.918717,16.076978,74.543807,0.0
2026-03-11 05:00:00+01:00,0.2,0.439999,898.004462,339.939677,16.171325,72.347114,0.0
2026-03-11 05:15:00+01:00,0.2,0.439999,900.61673,316.09631,15.512681,71.295586,0.0
2026-03-11 05:30:00+01:00,0.2,0.439999,899.169011,297.864818,15.985066,66.297552,0.0
2026-03-11 05:45:00+01:00,0.2,0.439999,894.174166,281.474619,16.868612,60.998817,0.0
2026-03-11 06:00:00+01:00,0.2,0.439999,898.246052,332.111495,16.763678,61.081146,0.0
2026-03-11 06:15:00+01:00,0.2,0.439999,905.632743,381.876046,18.61942,65.699504,0.0
2026-03-11 06:30:00+01:00,0.2,0.439999,906.132548,409.794788,18.081547,60.049001,0.0
2026-03-11 06:45:00+01:00,0.2,0.439999,906.530227,423.424997,17.559107,75.114366,0.0
2026-03-11 07:00:00+01:00,0.2,0.439999,914.55101,607.482822,17.044153,93.883501,0.147609
2026-03-11 07:15:00+01:00,0.2,0.439999,910.616842,581.10857,17.339064,106.581498,0.106815
2026-03-11 07:30:00+01:00,0.2,0.439999,901.255572,546.308362,17.527246,102.923948,0.156715
2026-03-11 07:45:00+01:00,0.2,0.439999,891.935051,506.519368,17.215171,91.569864,0.268272
2026-03-11 08:00:00+01:00,0.2,0.439999,895.689839,524.903642,16.063241,76.381128,1.036577
2026-03-11 08:15:00+01:00,0.2,0.439999,900.167749,525.513886,16.941038,67.499328,1.153777
2026-03-11 08:30:00+01:00,0.2,0.439999,904.490809,521.084469,17.248342,67.594865,1.2
2026-03-11 08:45:00+01:00,0.2,0.439999,901.408713,507.547741,17.424609,67.215362,1.230695
2026-03-11 09:00:00+01:00,0.299777,0.439999,899.202907,452.240098,17.036189,63.067931,1.566852
2026-03-11 09:15:00+01:00,0.3,0.439999,894.260678,401.135783,15.247415,60.041956,1.609183
2026-03-11 09:30:00+01:00,0.3,0.439999,889.913152,445.013509,14.224016,52.083314,1.687277
2026-03-11 09:45:00+01:00,0.3,0.439999,887.768748,431.771486,15.836674,51.98573,1.678114
2026-03-11 10:00:00+01:00,0.3,0.439999,884.785847,433.531782,14.839331,55.827764,1.923865
2026-03-11 10:15:00+01:00,0.3,0.439999,861.927752,496.254753,15.49357,63.15074,2.003383
2026-03-11 10:30:00+01:00,0.3,0.439999,890.048763,442.865502,15.991195,61.743476,2.018021
2026-03-11 10:45:00+01:00,0.3,0.439999,879.510941,417.850235,16.283298,62.668726,2.109526
2026-03-11 11:00:00+01:00,0.3,0.439999,889.91352,370.057917,16.024556,66.852225,2.297941
2026-03-11 11:15:00+01:00,0.3,0.439999,893.910881,364.98154,16.530073,72.088326,2.361561
2026-03-11 11:30:00+01:00,0.3,0.439999,898.578786,417.866829,16.712499,76.687962,2.193646
2026-03-11 11:45:00+01:00,0.3,0.439999,894.341936,427.738127,16.34905,78.788644,2.169464
2026-03-11 12:00:00+01:00,0.3,0.439999,873.140208,368.011522,16.080739,86.261843,2.235686
2026-03-11 12:15:00+01:00,0.3,0.439999,869.626963,414.85495,13.785604,96.090959,2.222131
2026-03-11 12:30:00+01:00,0.3,0.439999,868.125003,411.162245,14.921915,109.797447,2.352485
2026-03-11 12:45:00+01:00,0.3,0.439999,868.73486,384.577452,15.132952,116.915543,2.46125
2026-03-11 13:00:00+01:00,0.3,0.439999,884.433463,418.627889,15.141811,133.283882,2.601524
2026-03-11 13:15:00+01:00,0.3,0.439999,882.789626,349.241404,15.184769,155.87136,2.644244
2026-03-11 13:30:00+01:00,0.3,0.439999,867.601719,349.027843,14.719396,195.160413,2.785011
2026-03-11 13:45:00+01:00,0.3,0.439999,872.169665,360.603761,15.177721,223.671044,2.825675
2026-03-11 14:00:00+01:00,0.3,0.439999,870.732822,497.369198,14.457372,222.256602,2.242996
2026-03-11 14:15:00+01:00,0.3,0.439999,884.736442,475.252023,15.08597,231.806839,2.27588
2026-03-11 14:30:00+01:00,0.3,0.439999,878.605689,469.130906,14.935645,228.729112,2.158729
2026-03-11 14:45:00+01:00,0.3,0.439999,870.679841,472.349856,14.252392,235.340196,2.128887
2026-03-11 15:00:00+01:00,0.3,0.439999,866.57821,524.768134,14.34888,250.736295,1.675045
2026-03-11 15:15:00+01:00,0.3,0.439999,865.018187,428.085139,14.233315,271.93526,1.708534
2026-03-11 15:30:00+01:00,0.3,0.439999,862.492071,441.786923,15.096105,287.070763,1.64857
2026-03-11 15:45:00+01:00,0.3,0.439999,885.694434,428.49021,15.317973,295.03133,1.456276
2026-03-11 16:00:00+01:00,0.3,0.439999,870.95522,412.972611,15.075551,301.224364,0.704075
2026-03-11 16:15:00+01:00,0.3,0.439999,865.073737,421.239748,14.712206,316.727453,0.631617
2026-03-11 16:30:00+01:00,0.3,0.439999,872.08741,605.762843,14.501213,321.079243,0.678988
2026-03-11 16:45:00+01:00,0.3,0.439999,890.940455,662.64847,14.469809,322.750985,0.464615
2026-03-11 17:00:00+01:00,0.3,0.439999,891.515069,755.210053,13.93511,324.445528,0.081095
2026-03-11 17:15:00+01:00,0.3,0.439999,892.611602,728.175093,13.920743,324.280826,0.001333
2026-03-11 17:30:00+01:00,0.3,0.439999,898.412272,689.770079,13.445301,322.36653,0.0
2026-03-11 17:45:00+01:00,0.3,0.439999,900.729092,734.987037,12.983155,321.312645,0.001444
2026-03-11 18:00:00+01:00,0.3,0.439999,898.216163,716.315062,12.158859,311.013631,0.000666
2026-03-11 18:15:00+01:00,0.3,0.439999,898.628632,686.710935,12.4616,310.007404,0.0
2026-03-11 18:30:00+01:00,0.3,0.439999,896.124775,703.580114,12.310234,299.7938,0.0
2026-03-11 18:45:00+01:00,0.3,0.439999,891.551389,689.956717,12.150259,288.453094,0.0
2026-03-11 19:00:00+01:00,0.200777,0.439999,884.374765,664.305238,11.864843,283.823948,0.0
2026-03-11 19:15:00+01:00,0.2,0.439999,876.804732,650.682608,12.294121,283.645959,0.0
2026-03-11 19:30:00+01:00,0.2,0.439999,882.282016,668.396527,12.240028,287.138387,0.0
2026-03-11 19:45:00+01:00,0.2,0.439999,888.120318,687.598579,12.366868,289.733522,0.0
2026-03-11 20:00:00+01:00,0.298222,0.439999,890.127251,709.612351,12.449664,278.25428,0.0
2026-03-11 20:15:00+01:00,0.3,0.439999,886.051028,728.714234,13.087661,259.955595,0.0
2026-03-11 20:30:00+01:00,0.3,0.439999,882.913947,736.136023,13.178574,258.125947,0.0
2026-03-11 20:45:00+01:00,0.3,0.439999,885.49131,713.979362,13.364454,253.027119,0.0
2026-03-11 21:00:00+01:00,0.3,0.439999,889.738393,586.011629,13.630918,245.836257,0.0
2026-03-11 21:15:00+01:00,0.3,0.439999,893.10526,623.557922,13.953985,239.827209,0.0
2026-03-11 21:30:00+01:00,0.3,0.439999,895.658456,676.557748,13.869601,236.254357,0.0
2026-03-11 21:45:00+01:00,0.3,0.439999,894.192671,631.692253,12.294008,246.569817,0.0
2026-03-11 22:00:00+01:00,0.3,0.439999,885.167293,585.276446,13.178118,245.847041,0.0
2026-03-11 22:15:00+01:00,0.3,0.439999,876.835859,523.790216,14.601317,248.072881,0.0
2026-03-11 22:30:00+01:00,0.3,0.439999,862.951094,516.241889,14.402829,245.603208,0.0
2026-03-11 22:45:00+01:00,0.3,0.439999,863.72072,496.445833,14.552609,243.684557,0.0
2026-03-11 23:00:00+01:00,0.3,0.439999,868.939372,504.267664,15.45196,237.248486,0.0
2026-03-11 23:15:00+01:00,0.3,0.439999,870.809179,476.798326,15.128576,224.513184,0.0
2026-03-11 23:30:00+01:00,0.3,0.439999,870.024867,350.296584,15.680665,229.088201,0.0
2026-03-11 23:45:00+01:00,0.3,0.439999,871.239163,354.812736,15.643708,233.428626,0.0
2026-03-12 00:00:00+01:00,0.3,0.439999,893.588375,437.539453,16.203586,242.927995,0.0
2026-03-12 00:15:00+01:00,0.3,0.439999,876.412124,443.457675,14.73022,236.626637,0.0
2026-03-12 00:30:00+01:00,0.3,0.439999,877.555323,365.362908,13.015072,223.977791,0.0
2026-03-12 00:45:00+01:00,0.3,0.439999,877.821489,396.82026,15.210587,243.778267,0.0
2026-03-12 01:00:00+01:00,0.3,0.439999,892.883627,377.113977,15.38123,244.24225,0.0
2026-03-12 01:15:00+01:00,0.3,0.439999,869.012435,337.600028,15.699701,233.146308,0.0
2026-03-12 01:30:00+01:00,0.3,0.439999,864.489849,314.139438,15.78598,182.863894,0.0
2026-03-12 01:45:00+01:00,0.3,0.439999,870.481767,283.654476,15.700892,169.934294,0.0
2026-03-12 02:00:00+01:00,0.3,0.439999,867.864432,326.848754,15.526456,157.155996,0.0
2026-03-12 02:15:00+01:00,0.3,0.439999,850.749374,297.735912,15.598632,161.164371,0.0
2026-03-12 02:30:00+01:00,0.3,0.439999,862.722813,326.570666,15.64113,161.798042,0.0
2026-03-12 02:45:00+01:00,0.3,0.439999,882.140818,316.538569,15.960854,190.519849,0.0
2026-03-12 03:00:00+01:00,0.3,0.439999,888.114614,269.572539,16.725644,196.873736,0.0
2026-03-12 03:15:00+01:00,0.3,0.439999,886.330773,275.226849,17.086571,193.811564,0.0
2026-03-12 03:30:00+01:00,0.3,0.439999,852.418611,236.122015,17.103945,201.853178,0.0
2026-03-12 03:45:00+01:00,0.3,0.439999,853.713734,236.618621,16.934783,196.309791,0.0
2026-03-12 04:00:00+01:00,0.3,0.439999,891.167668,282.535797,14.303401,190.319855,0.0
2026-03-12 04:15:00+01:00,0.3,0.439999,863.60026,296.816695,15.11421,177.694084,0.0
2026-03-12 04:30:00+01:00,0.3,0.439999,851.475283,285.588369,15.84024,173.899266,0.0
2026-03-12 04:45:00+01:00,0.3,0.439999,854.755891,247.742674,15.620835,154.204668,0.0
2026-03-12 05:00:00+01:00,0.200666,0.439999,879.888442,282.173087,16.216081,155.611647,0.0
2026-03-12 05:15:00+01:00,0.2,0.439999,875.312361,298.489566,16.185058,176.144298,0.0
2026-03-12 05:30:00+01:00,0.2,0.439999,872.646466,293.367206,15.97783,186.716408,0.0
2026-03-12 05:45:00+01:00,0.2,0.439999,884.724694,299.986995,16.281405,185.567602,0.0
2026-03-12 06:00:00+01:00,0.2,0.439999,878.687836,333.786601,17.477802,218.816372,0.0
2026-03-12 06:15:00+01:00,0.2,0.439999,884.152918,327.532243,17.529751,228.939662,0.0
2026-03-12 06:30:00+01:00,0.2,0.439999,885.335212,324.431662,17.811862,230.950501,0.0
2026-03-12 06:45:00+01:00,0.2,0.439999,885.302193,375.136737,17.712456,241.271901,0.0
2026-03-12 07:00:00+01:00,0.299777,0.439999,898.994099,403.535726,17.971503,257.656367,0.109452
2026-03-12 07:15:00+01:00,0.3,0.439999,901.446754,462.185109,17.529633,262.240492,0.101631
2026-03-12 07:30:00+01:00,0.3,0.439999,903.569577,475.376151,17.167308,272.279243,0.339219
2026-03-12 07:45:00+01:00,0.3,0.439999,890.636758,475.997106,16.959464,263.829784,0.328666
2026-03-12 08:00:00+01:00,0.3,0.439999,881.37094,529.75237,15.935552,284.69212,1.129583
2026-03-12 08:15:00+01:00,0.3,0.439999,867.211472,489.464474,16.031331,277.62735,1.17255
2026-03-12 08:30:00+01:00,0.3,0.439999,860.27815,519.75462,16.366341,277.150081,1.285041
2026-03-12 08:45:00+01:00,0.3,0.439999,856.817805,504.60299,16.758303,304.44353,1.120319
2026-03-12 09:00:00+01:00,0.3,0.439999,862.859794,486.916402,16.572119,301.298485,1.610624
2026-03-12 09:15:00+01:00,0.3,0.439999,865.876756,448.072974,15.808103,307.834964,1.634719
